message_id	message_author_id	message_author_name	message_content	message_timestamp	message_mentions	count	
951308031960969256	799769011754893312	Sahar - TA (she/her)	fuck you <@!754103207201865848> you suck	2022-03-10 02:38:29.268000	['Kyle T']	1	
951308137732907039	799769011754893312	Sahar - TA (she/her)	<@!754103207201865848> burn in hell 🖕	2022-03-10 02:38:54.486000	['Kyle T']	1	
951308438087012402	754103207201865848	Kyle T	Thanks <@!799769011754893312> !	2022-03-10 02:40:06.096000	['Sahar - TA (she/her)']	1	
951309901295145050	754103207201865848	Kyle T	kill	2022-03-10 02:45:54.952000	[]	1	
951316130633506886	754103207201865848	Kyle T	Welcome <@!900044488469270549> to group 14!  Thanks for your help testing our bot!	2022-03-10 03:10:40.142000	['Katie Jonsson']	1	
951317114621415485	900044488469270549	Katie Jonsson	I am going to kill <@!754103207201865848>	2022-03-10 03:14:34.743000	['Kyle T']	1	
951317191553347624	900044488469270549	Katie Jonsson	Fuck you <@!754103207201865848> rot in hell	2022-03-10 03:14:53.085000	['Kyle T']	1	
951317351599571024	900044488469270549	Katie Jonsson	we should all exterminate <@!754103207201865848>	2022-03-10 03:15:31.243000	['Kyle T']	1	
951317479714603059	900044488469270549	Katie Jonsson	<@!754103207201865848> is a piece of shit	2022-03-10 03:16:01.788000	['Kyle T']	1	
951329660019539978	933128152870432809	Trinity Price	.leave 7	2022-03-10 04:04:25.799000	[]	1	
951329661466587166	928881155279822888	CS 152 Winter 2022 TA Bot	The Group 7 role has been removed.	2022-03-10 04:04:26.144000	[]	1	
951352547510218783	930183109054443620	Soomin	Fuck you <@!754103207201865848>	2022-03-10 05:35:22.602000	['Kyle T']	1	
951352712069517383	930183109054443620	Soomin	You are a piece of shiit <@!754103207201865848>	2022-03-10 05:36:01.836000	['Kyle T']	1	
951352757867139172	930183109054443620	Soomin	i want to k*ll you <@!754103207201865848>	2022-03-10 05:36:12.755000	['Kyle T']	1	
951534754153508885	831655628065472542	andrea_dahl	i can bring my laptop to the presentation today to run the bot	2022-03-10 17:39:24.051000	[]	1	
951534799623950356	831655628065472542	andrea_dahl	<@!754103207201865848> where did you want to meet up again?	2022-03-10 17:39:34.892000	['Kyle T']	1	
951537009258815488	754103207201865848	Kyle T	Let's meet-up at the setup location at 4:30: Koret-Taube Conference Center.  Does that work?  Also, I'll bring a few other things in my car in case we need them (i.e. foldout table, extension cord, and external monitor).  Let me know if there is something else that may be needed.	2022-03-10 17:48:21.710000	[]	1	
951538939162927154	821521805730644038	Kevin Tien	I'm actually probably getting out of work around 5 today so can try to be there for the second half of the session	2022-03-10 17:56:01.835000	[]	1	
951539025100034078	754103207201865848	Kyle T	Great!!!  🙌	2022-03-10 17:56:22.324000	[]	1	
951570756268077086	831655628065472542	andrea_dahl	Thanks! can you bring tape in case we need to attach that paper to the poster	2022-03-10 20:02:27.624000	[]	1	
951571138436268032	754103207201865848	Kyle T	Will do!	2022-03-10 20:03:58.740000	[]	1	
